"id","original_prompt","used_prompt","generated_text_raw","generated_text_clean","p_value","z_score"
"10","berlin cheers for anti-nazi film a german movie about an anti-nazi resistance heroine has drawn loud applause at berlin film festival.  sophie scholl - the final days portrays the final days of the member of the white rose movement. scholl  21  was arrested and beheaded with her brother  hans  in 1943 for distributing leaflets condemning the  abhorrent tyranny  of adolf hitler. director marc rothemund said:  i have a feeling of responsibility to keep the legacy of the scholls going.   we must somehow keep their ideas alive   he added.  the film drew on transcripts of gestapo interrogations and scholl s trial preserved in the archive of communist east germany s secret police. their discovery was the inspiration behind the film for rothemund  who worked closely with surviving relatives  including one of scholl s sisters  to ensure historical accuracy on the film. scholl and other members of the white rose resistance group first started distributing anti-nazi leaflets in the summer of 1942. they were arrested as they dropped leaflets at munich university calling for a  day of reckoning  with adolf hitler s regime. the film focuses on the six days from scholl s arrest to the intense trial which saw scholl initially deny the charges and ended with a defiant appearance. it is one of three german films vying for a top prize at the festival.  a south african film version of bizet s tragic opera carmen shot in cape town in the xhosa language has also premiered at the berlin festival. the film is entitled u-carmen ekhayelitsha or carmen in khayelitsha after the township in which the story is set. it is performed by a 40-strong music and theatre troupe in their debut film performance. the film is the first south african feature in 25 years and only the second to be nominated for a golden bear award.","berlin cheers for anti-nazi film a german movie about an anti-nazi resistance heroine has drawn loud applause at berlin film festival. sophie scholl - the final days portrays the final days of the member of the white rose movement. scholl 21 was arrested and beheaded with her brother hans in 1943 for distributing leaflets condemning the abhorrent tyranny of adolf hitler. director marc rothemund said: i have a feeling of responsibility to keep the legacy of"," the struggle in mind. the film is based on true events from the first days after the war, with many of the participants being members of the anti-fascism movement. the story focuses around two teenage girls. it is based upon real life experiences: a young woman, sbastien, was attacked by Nazi sympathizers in 1939 and left a year later to live her life as a refugee. the other was an 18-year-old woman, hakmani.s","the struggle in mind. the film is based on true events from the first days after the war, with many of the participants being members of the anti-fascism movement. the story focuses around two teenage girls. it is based upon real life experiences: a young woman, sbastien, was attacked by Nazi sympathizers in 1939 and left a year later to live her life as a refugee. the other was an 18-year-old woman, hakmani.","5.550477317542801e-10","6.092717958449424"
"11","virgin blue shares plummet 20% shares in australian budget airline virgin blue plunged 20% after it warned of a steep fall in full year profits.  virgin blue said profits after tax for the year to march would be between 10% to 15% lower than the previous year.  sluggish demand reported previously for november and now december 2004 continues   said virgin blue chief executive brett godfrey. virgin blue  which is 25% owned by richard branson  has been struggling to fend off pressure from rival jetstar. it cut its full year passenger number forecast by  approximately 2.5% . virgin blue reported a 22% fall in first quarter profits in august 2004 due to tough competition. in november  first half profits were down due to slack demand and rising fuel costs. virgin blue was launched four years ago and now has roughly one third of australia s domestic airline market. but the national carrier  qantas  has fought back with its own budget airline  jetstar  which took to the skies in may 2004. sydney-listed virgin blue s shares recovered slightly to close 12% down on wednesday. shares in its major shareholder  patrick corporation - which owns 46% of virgin blue - had dropped 31% by the close.","virgin blue shares plummet 20% shares in australian budget airline virgin blue plunged 20% after it warned of a steep fall in full year profits. virgin blue said profits after tax for the year to march would be between 10% to 15% lower than the previous year. sluggish demand reported previously for november and now december 2004 continues said virgin blue chief executive brett godfrey. virgin blue which is 25% owned by richard branson has been struggling to fend off pressure from"," some investors to sell its assets, including virgin blue. virginblue said revenue was flat sequentially while net profit fell 8% to $5m and net loss widened to $3m from $1.7m a year earlier. virgin Blue has said the impact of the financial crisis, including pension and interest costs. virginBlue also said the cost of its debt restructuring this year, including over $200bn of debt restructuring charges, was on track to increase by 15%. virginblue had said","some investors to sell its assets, including virgin blue. virginblue said revenue was flat sequentially while net profit fell 8% to $5m and net loss widened to $3m from $1.7m a year earlier. virgin Blue has said the impact of the financial crisis, including pension and interest costs. virginBlue also said the cost of its debt restructuring this year, including over $200bn of debt restructuring charges, was on track to increase by 15%.","4.196794270574786e-16","8.048323440573299"
"12","crude oil prices back above $50 cold weather across parts of the united states and much of europe has pushed us crude oil prices above $50 a barrel for the first time in almost three months.  freezing temperatures and heavy snowfall have increased demand for heating fuel in the us  where stocks are low. fresh falls in the value of the dollar helped carry prices above the $50 mark for the first time since november. a barrel of us crude oil closed up $2.80 to $51.15 in new york on tuesday. opec members said on tuesday that it saw no reason to cut its output.  although below last year s peak of $55.67 a barrel  which was reached in october  prices are now well above 2004 s average of $41.48.  brent crude also rose in london trading  adding $1.89 to $48.62 at the close. much of western europe and the north east of america has been shivering under unseasonably low temperatures in recent days. the decline in the us dollar to a five-week low against the euro has also served to inflate prices.  the dollar moved sharply overnight and oil is following it   said chris furness  senior market strategist at 4cast.  if the dollar continues to weaken  oil will be obviously higher.   several opec members said a cut in production was unlikely  citing rising prices and strong demand for oil from asia.  i agree that we do not need to cut supply if the prices are as much as this   fathi bin shatwan  libya s oil minister  told reuters.  i do not think we need to cut unless the prices are falling below $35 a barrel   he added. opec closely watches global stocks to ensure that there is not an excessive supply in the market. the arrival of spring in the northern hemisphere will focus attention on stockpiles of us crude and gasoline  which are up to 9% higher than at this time last year. heavy stockpiles could help force prices lower when demand eases.","crude oil prices back above $50 cold weather across parts of the united states and much of europe has pushed us crude oil prices above $50 a barrel for the first time in almost three months. freezing temperatures and heavy snowfall have increased demand for heating fuel in the us where stocks are low. fresh falls in the value of the dollar helped carry prices above the $50 mark for the first time since november. a barrel of us crude oil closed up $2.80 to $","51.10 this past week, a move that was only slightly higher than it is today as the price of US crude oil dipped by more than 1%, to settle at around $49.70 after hitting its highest level since February.

Ahead of the coldest of the winter months (December and January) and summertime (July-October), oil producer Saudi Arabia cut oil exports. The country also announced that it is considering cutting its output by 50 million barrels per day (bpd","51.10 this past week, a move that was only slightly higher than it is today as the price of US crude oil dipped by more than 1%, to settle at around $49.70 after hitting its highest level since February. Ahead of the coldest of the winter months (December and January) and summertime (July-October), oil producer Saudi Arabia cut oil exports.","3.5681289972117485e-14","7.4853392060950075"
"13","hague  given up  his pm ambition former conservative leader william hague says he will not stand for the leadership again  having given up his ambition to be prime minister.  mr hague  43  told the daily telegraph he would now find a life dominated by politics too  boring  and unfulfilling. mr hague  who stepped down after his party s 2001 election defeat  does not rule out a return to the front bench. he also told the paper he hopes to remain mp for richmond  north yorks  and start a family with wife ffion. mr hague  who recently had published the biography of william pitt the younger  also said he wanted to continue writing books and speech-writing.  he told the newspaper:  i don t know whether i will ever go back on to the front  but don t rush me.  asked if he would stand for the leadership again  mr hague replied:  no. definitely not.  his determination to stay away from a central role will disappoint some senior conservative members  who say the party needs him. tim collins  the shadow education secretary  said last week it would be a  huge boost  to the party if mr hague returned to the front bench. mr hague became an mp at 27 and leader of the opposition at 36. he said:  i feel fortunate that  by the age of 40  i had crammed in an entire political career.  i had been in the cabinet and been leader of the party  so now i can branch out into other things...it is a very liberating feeling.  mr hague added that he may have misjudged his own ambition to be prime minister.  maybe i wasn t as driven by politics as i thought i was   he said.","hague given up his pm ambition former conservative leader william hague says he will not stand for the leadership again having given up his ambition to be prime minister. mr hague 43 told the daily telegraph he would now find a life dominated by politics too boring and unfulfilling. mr hague who stepped down after his party s 2001 election defeat does not rule out a return to the front bench. he also told the paper he hopes to remain mp for richmond north y","ork. mrs hague, who was first elected to parliament in 2005, is well known in her constituency. she has had to spend time away from politics since she was just 10 years old. she became the first woman to hold the office of a member of parliament. she also said she will never give up her ambition to become prime minister in her own right. she said she was proud to have been part of the government that brought the country out of the recession. mrnhague said","ork. mrs hague, who was first elected to parliament in 2005, is well known in her constituency. she has had to spend time away from politics since she was just 10 years old. she became the first woman to hold the office of a member of parliament. she also said she will never give up her ambition to become prime minister in her own right. she said she was proud to have been part of the government that brought the country out of the recession.","0.04621168370527735","1.6827506742384124"
"14","moya emotional after davis cup win carlos moya described spain s davis cup victory as the highlight of his career after he beat andy roddick to end the usa s challenge in seville.  moya made up for missing spain s 2000 victory through injury by beating roddick 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead.  i have woken up so many nights dreaming of this day   said moya.  all my energy has been focused on today.  what i have lived today i do not think i will live again.  spain s only other davis cup title came two years ago in valencia  when they beat australia. and moya  nicknamed charly  admitted:  the davis cup is my dream and i was a bit nervous at the outset.  some people have said that i am obsessed but i think that it is better this way. it helps me reach my goals if i am obsessed.  it s really incredible - to get the winning point is really something.  spanish captain jordi arrese said:  charly played a great game. it was his opportunity and he hasn t let us down.  he had lost three times to roddick  and this was his day to beat him.  he had been waiting years to be in this position.  spain s victory was also remarkable for the performance of rafael nadal  who beat roddick in the opening singles.  aged 18 years and 185 days  the mallorcan became the youngest player to win the davis cup.  what a great way to finish the year   said nadal afterwards. us coach patrick mcenroe wants roddick and the rest of his team to play more tennis on clay and hone their skills on the surface.  i think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better.   obviously it s unrealistic to say that we re going to just start playing constantly on clay  with the schedule.  but certainly i think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff   said mcenroe. roddick was left frustrated after losing both his singles on the slow clay of seville s olympic stadium.  it s just tough because i felt like i was in it the whole time against one of the top three clay-courters in the world   said the american.  i had my chances and just didn t convert them. the bottom line is they were just better than us this weekend.  they came out  took care of business and they beat us. it s as simple as that.","moya emotional after davis cup win carlos moya described spain s davis cup victory as the highlight of his career after he beat andy roddick to end the usa s challenge in seville. moya made up for missing spain s 2000 victory through injury by beating roddick 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead. i have woken up"," this morning with my heart pounding, my legs are sore, my mind is trying not to think about how many times i will need to be reminded that this game is only one match, it is only a season and it is going to get more difficult. i am proud of my son who, despite being the most determined player on earth, was unable to hold back the tears from his mother during the final.i hope i can be there for him to feel sorry for himself when it is all said","this morning with my heart pounding, my legs are sore, my mind is trying not to think about how many times i will need to be reminded that this game is only one match, it is only a season and it is going to get more difficult. i am proud of my son who, despite being the most determined player on earth, was unable to hold back the tears from his mother during the final.","1.3001915629892368e-06","4.700096710803842"
"15","s korean credit card firm rescued south korea s largest credit card firm has averted liquidation following a one trillion won ($960m; 499m) bail-out.  lg card had been threatened with collapse because of its huge debts but the firm s creditors and its former parent have stepped in to rescue it. a consortium of creditors and lg group  a family owned conglomerate  have each put up $480m to stabilise the firm. lg card has seven million customers and its collapse would have sent shockwaves through the country s economy.  the firm s creditors - which own 99% of lg card - have been trying to agree a deal to secure its future for several weeks. they took control of the company in january when it avoided bankruptcy only through a $4.5bn bail-out.  they had threatened to delist the company  a move which would have triggered massive debt redemptions and forced the company into bankruptcy  unless agreement was reached on its future funding.  lg card will not need any more financial aid after this   laah chong-gyu  executive director of korea development bank - one of the firm s creditors - said.  the agreement will see some 12 trillion won of debt converted into equity.  the purpose of the capital injection is to avoid delisting and the goal will be met   david kim  an analyst at sejong securities  told reuters. south korea s consumer credit market has been slowly recovering from a crisis in 2002 when a credit bubble burst and millions of consumers fell behind on their debt repayments. lg card returned to profit in september but needed further capital to avoid being thrown off the market. south korea s stock exchange can delist any firm if its debt exceeds its assets two years running.","s korean credit card firm rescued south korea s largest credit card firm has averted liquidation following a one trillion won ($960m; 499m) bail-out. lg card had been threatened with collapse because of its huge debts but the firm s creditors and its former parent have stepped in to rescue it. a consortium of creditors and lg group a family owned conglomerate have each put up $480m to stabilise the firm. lg card has seven million customers and its collapse"," could be avoided if its debt ceiling is breached, a company statement said Tuesday.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)
Download The Devdiscretionary Service!","could be avoided if its debt ceiling is breached, a company statement said Tuesday. (This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.) Download The Devdiscretionary Service!","0.36944134018176367","0.3333333333333333"
"16","howard backs stem cell research michael howard has backed stem cell research  saying it is important people are not frightened of the future.  the controversial issue was a feature of the recent us presidential election  where george bush opposed extending it. but the tory leader argued there was a moral case for embracing science which could help victims of alzheimer s  parkinson s and motor neurone disease.  i believe we have a duty to offer hope to the millions of people who suffer devastating illnesses   he said. the use of embryonic stem cells in the uk is already allowed. stem cells are master cells that have the ability to develop into any of the body s tissue types. scientists hope that by growing such cells in the laboratory they can programme them to form specific tissue such as kidney  heart or even brain tissue.  mr howard acknowledged there were genuine concerns about stem cell research. but he argued:  we mustn t be frightened of change or nostalgic about the past - we must be optimistic about the future.  politicians must create the right framework so that the great potential of science can be harnessed for the benefit of mankind.  with the life expectancy of the average briton now around the mid-70s  society has a responsibility to enhance the quality of people s lives as they grow older.  i know many people are concerned about stem-cell research. they are fearful of meddling with what they see as the stuff of souls.  i respect those concerns. but i also believe we have a duty to offer hope to the millions of people who suffer devastating illnesses like parkinson s  multiple sclerosis  motor neurone disease  alzheimer s and - as we saw in the papers today - now possibly heart problems.   mr howard acknowledged there were  no easy answers  over such an issue but it was necessary to  have the courage to do what we know to be morally right . he added:  of course  stem cells are still a recent discovery. more research needs to be done. but we must look at their potential in a responsible and grown-up way. the hopes of millions of people rest on what could be achieved.  former superman actor the late christopher reeve was an advocate for the research after he was paralysed in a horse riding accident. mr howard made his remarks during a speech in westminster to the conservative national women s committee on ambitions and values.","howard backs stem cell research michael howard has backed stem cell research saying it is important people are not frightened of the future. the controversial issue was a feature of the recent us presidential election where george bush opposed extending it. but the tory leader argued there was a moral case for embracing science which could help victims of alzheimer s parkinson s and motor neurone disease. i believe we have a duty to offer hope to the millions of people who suffer devastating illnesses he said.","

The government has pledged to invest 50m over three years to develop the technology that will make it easier, smarter and faster to live with. i think you need to understand why we have this problem, it is because it is so easy to lose track of time. in my book i am the expert on how to get things done from the top down, how to do it well and how.
]]>http://on.the.nypost.com/2015/08/","The government has pledged to invest 50m over three years to develop the technology that will make it easier, smarter and faster to live with. i think you need to understand why we have this problem, it is because it is so easy to lose track of time. in my book i am the expert on how to get things done from the top down, how to do it well and how. ]]>http://on.the.nypost.","4.0654247701977057e-07","4.932200252078106"
"17","connors boost for british tennis former world number one jimmy connors is planning a long-term relationship with the lawn tennis association to help unearth the next tim henman.  the american spent three days at the lta s annual elite performance winter camp in la manga earlier this week.  britain has the right attitude   said connors.  the more involved i can be with the lta  the better.  a short-term arrangement is just confusing. the kids will ask:  what am i doing there    lta chief executive  john crowther  added:  the relationship that jimmy s already started to develop with the coaches and the players has said to us that we d like some more of it.  we want to use jimmy for a number of weeks a year and we hope this is the beginning of a good long-term relationship.   the camp played host to more than 30 leading senior and junior players  including greg rusedski  arvind parmar and anne keothavong.  la manga is an amazing site to take a bunch of kids who want to be the best   said connors  speaking at queen s club in london.  what impressed me most was not only the coaches but the way the kids went about their workouts and the feeling they put into every practice they had.  it was interesting to me to see kids of 15  16  17  with that desire and passion  and that can only be brought about by the coaches surrounding them.  instilling the importance of work and practice is something you can t buy.  they know what s been given to them and all they have to do is give back the effort  and every minute of practice they were doing that.   speaking from la manga  lta performance director david felgate told bbc sport:  jimmy was fantastic with the players and the coaches  and very humble considering what he s achieved.  he worked through the coaches and hopefully it will grow and he ll get to have more of an individual relationship with some of the players and get to know them.  he made it clear from the word go he didn t want it to be short-term. this is a 52-week-a-year job for me  it s my life and my passion and it s the same with the coaches.  he respects that but he wants to be involved and have real input. and why would he stake his reputation on something that s not going to be successful   connors has also agreed to commentate for the bbc at next year s wimbledon championships. he will work during the second week of the tournament.","connors boost for british tennis former world number one jimmy connors is planning a long-term relationship with the lawn tennis association to help unearth the next tim henman. the american spent three days at the lta s annual elite performance winter camp in la manga earlier this week. britain has the right attitude said connors. the more involved i can be with the lta the better. a short-term arrangement is just confusing. the kids will ask:"," what are you doing there? no wonder theyre not having fun. theyve been told that theyll have to wait till next year. johnsons golf and tennis teams are playing at france's top 10 national championships this past weekend. the young men's and women's tennis teams made their professional debut this past summer with a 3rd place finish in its fourth edition. the men's tennis team was named the best team in all of sports last night. bwisden tennis academy,","what are you doing there? no wonder theyre not having fun. theyve been told that theyll have to wait till next year. johnsons golf and tennis teams are playing at france's top 10 national championships this past weekend. the young men's and women's tennis teams made their professional debut this past summer with a 3rd place finish in its fourth edition. the men's tennis team was named the best team in all of sports last night.","9.088602153646792e-09","5.628510875900897"
"18","japanese banking battle at an end japan s sumitomo mitsui financial has withdrawn its takeover offer for rival bank ufj holdings  enabling the latter to merge with mitsubishi tokyo.  sumitomo bosses told counterparts at ufj of its decision on friday  clearing the way for it to conclude a 3 trillion yen ($29bn) deal with mitsubishi. the deal would create the world s biggest bank with assets of about 189 trillion yen ($1.8 trillion). sumitomo s exit ends the most high profile fight in japanese bank history.  ufj holdings  japan s fourth-largest bank  has been at the centre of a fierce bid battle over the last year. sumitomo  japan s third-largest bank  tabled a higher offer for ufj than its rival  valuing the company at $35bn.  however  ufj s management was known to prefer the offer from mitsubishi tokyo financial group (mtfg)  japan s second-largest bank. concerns were also raised about sumitomo s ability to absorb ufj and the former has now admitted defeat.  we believe the market and most investors accept a ufj-mtfg merger   sumitomo said in a statement.  given the ongoing integration of ufj and mtfg operations  persisting with our proposal may not be in the best interests of our shareholders or ufj s.   mitsubishi s takeover of ufj - which will be japan s largest-ever takeover deal - will still have to be approved by shareholders of the two firms. however  this is expected to be a formality. sumitomo may now turn its attention to deepening its ties with daiwa securities  another japanese financial firm. the two are set to merge their venture capital operations and there has been speculation that this could lead to a full-blown merger. japanese banks are increasingly seeking alliances to boost profits.","japanese banking battle at an end japan s sumitomo mitsui financial has withdrawn its takeover offer for rival bank ufj holdings enabling the latter to merge with mitsubishi tokyo. sumitomo bosses told counterparts at ufj of its decision on friday clearing the way for it to conclude a 3 trillion yen ($29bn) deal with mitsubishi. the deal would create the world s biggest bank with assets of about 189 trillion yen ($1",".7trn). sumitomi, a unit of sumitomu, is expected to make a profit of about 40% of total sales. sumita-finance, a subsidiary of sumita, is said to be seeking funds from investors to fund future mergers. sumitsugu.com.uk.uk .
This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed.
Subscribe to Mint Newsletters * Enter a",".7trn). sumitomi, a unit of sumitomu, is expected to make a profit of about 40% of total sales. sumita-finance, a subsidiary of sumita, is said to be seeking funds from investors to fund future mergers. sumitsugu.com.uk.uk. This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed.","5.550477317542801e-10","6.092717958449424"
"19","games maker fights for survival one of britain s largest independent game makers  argonaut games  has been put up for sale.  the london-based company behind the harry potter games has sacked about 100 employees due to a severe cash crisis. the administrators told bbc news online that selling argonaut was the only way to save it as it had run out of cash. argonaut warned that it was low on cash 10 days ago when its shares were suspended from trading on the london stock exchange.  argonaut has been making games for some 18 years and is one the largest independent games developers in the uk.  along with its headquarters in north london  it operates studios in cambridge and sheffield. argonaut was behind the harry potter games which provided a healthy flow of cash into the company. but  like all software developers  argonaut needed a constant flow of deals with publishers. signs that it was in trouble emerged in august  when it warned it was heading for losses of 6m in the financial year due to delays in signing new contracts for games. those new deals were further delayed  leading argonaut to warn in mid-october that it was running out of cash and suspend trading of its shares on the london stock exchange. as part of cost-cutting measures  some 100 employees were fired.  when the news about the 6m loss came out  we knew there were going to be redundancies   said jason parkinson  one of the game developers sacked by argonaut.  a lot of people suspected that argonaut had been in trouble for some time   he told bbc news online. mr parkinson said staff were told the job losses were necessary to save argonaut from going under. at the start of the year  the company employed 268 people. after the latest round of cuts there are 80 staff at argonaut headquarters in edgware in north london  with 17 at its morpheme offices in kentish town  london  and 22 at the just add monsters base in cambridge.  argonaut called in administrators david rubin & partners on friday to find a way to rescue the company from collapse. it spent the weekend going over the company s finances and concluded that the only way to save the business was to put it up for sale. the administrator told bbc news online that the costs of restructuing would be too high  partly because of the overheads from the company s four premises across the uk. it said it was hopeful that it could save some 110 jobs by selling the business  saying it had had expressions of interest from several quarters and were looking for a quick sale. the administrator said it would ensure that staff made redundant would receive any wages  redundancy or holiday pay due to them  hopefully by christmas.","games maker fights for survival one of britain s largest independent game makers argonaut games has been put up for sale. the london-based company behind the harry potter games has sacked about 100 employees due to a severe cash crisis. the administrators told bbc news online that selling argonaut was the only way to save it as it had run out of cash. argonaut warned that it was low on cash 10 days ago when its shares were suspended from trading on the"," London Stock Exchange. arganaut says: ""Argoton has no business in this region.""
Argotone said it is unable to support itself, and may have to close its doors or sell its assets. The company added: ""With no business left to survive, Argoton's share price has fallen. ""Argatone's CEO has apologised to shareholders for any losses caused by this loss, including customers, suppliers, service teams and staff. ""At the same time, Ar","London Stock Exchange. arganaut says: ""Argoton has no business in this region."" Argotone said it is unable to support itself, and may have to close its doors or sell its assets. The company added: ""With no business left to survive, Argoton's share price has fallen. ""Argatone's CEO has apologised to shareholders for any losses caused by this loss, including customers, suppliers, service teams and staff.","3.2475713214718147e-09","5.803482779429437"
"20","security warning over  fbi virus  the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi.  the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus  the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire  the attachment contains a virus that infects the recipient s computer  according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited e-mails or from people they do not know.   recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner   the fbi said in a statement. the bureau is investigating the phoney e-mails. the agency earlier this month shut down fbi.gov accounts  used to communicate with the public  because of a security breach. a spokeswoman said the two incidents appear to be unrelated.","security warning over fbi virus the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi. the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus the fbi said. the message asks recipients"," to send money or any cash, to:

e-Mail: fbi, email:fbi, fax:fbs.gov/ecomms

end, [s]phere: fb/ecommons/ecmms
.@fbi.org.us@fbs..[n]rv:fib/eccomms
(https://webb.fbi.)c:fcc.fcc/ecemms
","to send money or any cash, to: e-Mail: fbi, email:fbi, fax:fbs.gov/ecomms end, [s]phere: fb/ecommons/ecmms.@fbi.org.us@fbs..[n]rv:fib/eccomms (https://webb.fbi.)c:fcc.","4.056305191956326e-34","12.12163328101209"
"21","halo 2 heralds traffic explosion the growing popularity of online gaming could spell problems for net service firms  warns network monitoring company sandvine.  it issued the warning following analysis which shows that traffic on the xbox game network increased fourfold on the launch day of halo 2. the 9 november traffic explosion has continued into december  said sandvine. service providers now need to make sure that their networks can cope with the increasing demands for bandwidth. as well as being a popular single-player title  halo 2 can be connected to microsoft s subscription-based broadband network  xbox live. gamers who want to play online can create their own clan  or team  and take on others to see how well they compare.  but the surge in numbers and huge demands for bandwidth should be a wake-up call to the industry which must ensure that their networks can cope with the increases in traffic  said sandvine s chief technology officer marc morin.  in a bid to cope and ease congestion  providers are increasingly making their networks intelligent  finding out who is using bandwidth and for what. it could become common to charge people for the amount of bandwidth they use.  the explosion in xbox live traffic attributed to halo 2 should be seen as a clarion call   he said.  isps need to enhance the broadband experience for these high-end users by prioritising or reserving bandwidth for games   he added.  one of the main factors that spoils online gaming is  lag  in which there is a noticeable delay between a gamer clicking on a mouse or keyboard and what happens in the online gaming world. gamers tend to migrate toward networks with the lowest  lag . analysing traffic will become increasingly important for service providers if they are to hold on to bandwidth-hungry gamers said lindsay schroth  an analyst with research firm the yankee group.  in the competitive broadband environment  operators need to differentiate the way they offer access to services like live-play gaming   she said. in countries such as korea  which has high levels of fast net connections to homes  online gaming is hugely popular.","halo 2 heralds traffic explosion the growing popularity of online gaming could spell problems for net service firms warns network monitoring company sandvine. it issued the warning following analysis which shows that traffic on the xbox game network increased fourfold on the launch day of halo 2. the 9 november traffic explosion has continued into december said sandvine. service providers now need to make sure that their networks can cope with the increasing demands for bandwidth. as well as being a popular single-player title",", it is expected that the number of users who play it daily will increase by more than 60,000 over three years. aswell as having the potential to become one of the most popular video games in the world. it is widely believed that the growth of online games is going to be the biggest driver of this year. there are also several other reasons why the internet was so heavily used during the early 2000s. the internet helped provide many of the services that were available. a large",", it is expected that the number of users who play it daily will increase by more than 60,000 over three years. aswell as having the potential to become one of the most popular video games in the world. it is widely believed that the growth of online games is going to be the biggest driver of this year. there are also several other reasons why the internet was so heavily used during the early 2000s. the internet helped provide many of the services that were available.","0.0022326725999624137","2.8432683806097314"
"22","bates seals takeover ken bates has completed his takeover of leeds united.  the 73-year-old former chelsea chairman sealed the deal at 0227 gmt on friday  and has bought a 50% stake in the club. he said:  i m delighted to be stepping up to the mantel at such a fantastic club. i recognise leeds as a great club that has fallen on hard times.  we have a lot of hard work ahead to get the club back where it belongs in the premiership  and with the help of our fans we will do everything we can.  bates bought his stake under the guise of a geneva-based company known as the forward sports fund. he revealed that part of his plan is to buy back leeds  elland road stadium and thorp arch training ground in due course.   it s going to be a tough jon and the first task is to stabilise the cash flow and sort out the remaining creditors   bates added.  but there is light at the end of a very long tunnel. for the past year it has been a matter of firefighting - now we can start running the club again.  outgoing leeds chairman gerald krasner said:  this deal ensures the medium to long term survival of the club and i believe mr bates  proposals are totally for the benefit of the club.  we are content that under mr bates  leeds united will continue to consolidate and move forward.  when we took over leeds united in march 2004  the club had a debt of 103m  since that date  my board has succeeded in reducing the debt to under 25m.  we worked tirelessly to solve all of the problems at leeds united.  eighty percent of the problems have already been overcome and we came to this agreement with mr bates to secure its ongoing success.  krasner revealed that his consortium has been asked to remain in the background at the club for an undisclosed period to help ensure a smooth hand-over. he will stay on in an unpaid capacity while peter lorimer will continue in his role as director and point of contact for the fans and peter mccormick will serve as a consultant to the incoming board. the other outgoing directors have agreed to leave their loans of 4.5m in the company for the next four years. on leeds  new-look board it is understood that lorimer will be joined by former chelsea finance director yvonne todd and bates  lawyer mark taylor.  krasner refused to give any details of the finances involved in the takeover. he told bbc five live:  i am not going into the figures. if ken wants to give them up that is up to him. i can not tell you what the money will be used for.  this dea l is not about money for the current board. in the last four months i never saw any cheques until this week from one person. i am not stretching figures  we don t discuss internal arrangements.  bates stepped down as chelsea chairman in march last year following roman abramovich s 140m takeover at stamford bridge. in may  he made a proposal to invest 10m in sheffield wednesday  but this was rejected by the club. sebastien sainsbury had been close to a takeover of leeds but withdrew his 25m offer last week.  his efforts failed after he revealed it would take 40m to stage a takeover  and that the club will also lose 10m over the next six months. the club was on the brink of administration - and the deduction of 10 points by the football league - before bates  arrival but his investment has spared them that prospect.","bates seals takeover ken bates has completed his takeover of leeds united. the 73-year-old former chelsea chairman sealed the deal at 0227 gmt on friday and has bought a 50% stake in the club. he said: i m delighted to be stepping up to the mantel at such a fantastic club. i recognise leeds as a great club that has fallen on hard times. we have a lot of hard work ahead to get the club back where it"," should be. i have seen our team perform well and our players have been phenomenal. we are just not as good as we need to be. we know we need a new man, a new manager, a different coaching staff and some new ideas to take us into the future. i am happy to be at this great club.

i am happy with my signing. i feel like i have put myself under pressure from the start. i did not feel that we could keep the club competitive because","should be. i have seen our team perform well and our players have been phenomenal. we are just not as good as we need to be. we know we need a new man, a new manager, a different coaching staff and some new ideas to take us into the future. i am happy to be at this great club. i am happy with my signing. i feel like i have put myself under pressure from the start.","0.04621168370527735","1.6827506742384124"
